wavelength [nm],absorbance
537.80378, 0.09931650
537.81878, 0.09049389
537.83378, 0.08247870
537.84878, 0.07522933
537.86379, 0.06870331
537.87879, 0.06285774
537.89379, 0.05764981
537.90879, 0.05303718
537.92379, 0.04897833
537.93879, 0.04543285
537.95380, 0.04236173
537.96880, 0.03972753
537.98380, 0.03749460
537.99880, 0.03562915
538.01380, 0.03409936
538.02880, 0.03287546
538.04380, 0.03192968
538.05881, 0.03123632
538.07381, 0.03077165
538.08881, 0.03051389
538.10381, 0.03044312
538.11881, 0.03054119
538.13381, 0.03079159
538.14881, 0.03117940
538.16382, 0.03169107
538.17882, 0.03231440
538.19382, 0.03303831
538.20882, 0.03385278
538.22382, 0.03474869
538.23882, 0.03571770
538.25383, 0.03675214
538.26883, 0.03784491
538.28383, 0.03898936
538.29883, 0.04017922
538.31383, 0.04140854
538.32883, 0.04267159
538.34383, 0.04396285
538.35884, 0.04527698
538.37384, 0.04660882
538.38884, 0.04795335
538.40384, 0.04930580
538.41884, 0.05066162
538.43384, 0.05201658
538.44884, 0.05336684
538.46385, 0.05470906
538.47885, 0.05604051
538.49385, 0.05735918
538.50885, 0.05866396
538.52385, 0.05995478
538.53885, 0.06123273
538.55386, 0.06250032
538.56886, 0.06376158
538.58386, 0.06502225
538.59886, 0.06628999
538.61386, 0.06757453
538.62886, 0.06888781
538.64386, 0.07024418
538.65887, 0.07166049
538.67387, 0.07315623
538.68887, 0.07475363
538.70387, 0.07647769
538.71887, 0.07835627
538.73387, 0.08042004
538.74887, 0.08270247
538.76388, 0.08523974
538.77888, 0.08807064
538.79388, 0.09123637
538.80888, 0.09478033
538.82388, 0.09874787
538.83888, 0.10318595
538.85389, 0.10814275
538.86889, 0.11366728
538.88389, 0.11980885
538.89889, 0.12661661
538.91389, 0.13413888
538.92889, 0.14242262
538.94389, 0.15151269
538.95890, 0.16145120
538.97390, 0.17227680
538.98890, 0.18402390
539.00390, 0.19672192
539.01890, 0.21039458
539.03390, 0.22505911
539.04890, 0.24072557
539.06391, 0.25739614
539.07891, 0.27506449
539.09391, 0.29371517
539.10891, 0.31332316
539.12391, 0.33385339
539.13891, 0.35526043
539.15392, 0.37748829
539.16892, 0.40047029
539.18392, 0.42412909
539.19892, 0.44837688
539.21392, 0.47311564
539.22892, 0.49823765
539.24392, 0.52362602
539.25893, 0.54915548
539.27393, 0.57469323
539.28893, 0.60010002
539.30393, 0.62523122
539.31893, 0.64993815
539.33393, 0.67406945
539.34893, 0.69747247
539.36394, 0.71999490
539.37894, 0.74148623
539.39394, 0.76179944
539.40894, 0.78079256
539.42394, 0.79833027
539.43894, 0.81428542
539.45395, 0.82854049
539.46895, 0.84098900
539.48395, 0.85153674
539.49895, 0.86010294
539.51395, 0.86662116
539.52895, 0.87104019
539.54395, 0.87332459
539.55896, 0.87345515
539.57396, 0.87142911
539.58896, 0.86726019
539.60396, 0.86097836
539.61896, 0.85262949
539.63396, 0.84227476
539.64896, 0.82998986
539.66397, 0.81586409
539.67897, 0.79999925
539.69397, 0.78250838
539.70897, 0.76351444
539.72397, 0.74314888
539.73897, 0.72155007
539.75398, 0.69886179
539.76898, 0.67523163
539.78398, 0.65080939
539.79898, 0.62574557
539.81398, 0.60018979
539.82898, 0.57428942
539.84398, 0.54818816
539.85899, 0.52202483
539.87399, 0.49593220
539.88899, 0.47003602
539.90399, 0.44445408
539.91899, 0.41929554
539.93399, 0.39466033
539.94899, 0.37063867
539.96400, 0.34731082
539.97900, 0.32474690
539.99400, 0.30300690
540.00900, 0.28214074
540.02400, 0.26218850
540.03900, 0.24318080
540.05401, 0.22513915
540.06901, 0.20807648
540.08401, 0.19199772
540.09901, 0.17690041
540.11401, 0.16277535
540.12901, 0.14960732
540.14401, 0.13737578
540.15902, 0.12605553
540.17402, 0.11561751
540.18902, 0.10602940
540.20402, 0.09725635
540.21902, 0.08926154
540.23402, 0.08200684
540.24902, 0.07545333
540.26403, 0.06956179
540.27903, 0.06429315
540.29403, 0.05960892
540.30903, 0.05547148
540.32403, 0.05184440
540.33903, 0.04869267
540.35404, 0.04598287
540.36904, 0.04368334
540.38404, 0.04176422
540.39904, 0.04019753
540.41404, 0.03895715
540.42904, 0.03801884
540.44404, 0.03736012
540.45905, 0.03696019
540.47405, 0.03679988
540.48905, 0.03686145
540.50405, 0.03712847
540.51905, 0.03758570
540.53405, 0.03821887
540.54905, 0.03901458
540.56406, 0.03996010
540.57906, 0.04104324
540.59406, 0.04225220
540.60906, 0.04357543
540.62406, 0.04500150
540.63906, 0.04651904
540.65407, 0.04811659
540.66907, 0.04978258
540.68407, 0.05150529
540.69907, 0.05327276
540.71407, 0.05507286
540.72907, 0.05689328
540.74407, 0.05872154
540.75908, 0.06054509
540.77408, 0.06235139
540.78908, 0.06412796
540.80408, 0.06586255
540.81908, 0.06754324
540.83408, 0.06915859
540.84908, 0.07069780
540.86409, 0.07215086
540.87909, 0.07350873
540.89409, 0.07476353
540.90909, 0.07590867
540.92409, 0.07693909
540.93909, 0.07785137
540.95410, 0.07864394
540.96910, 0.07931724
540.98410, 0.07987382
540.99910, 0.08031856
541.01410, 0.08065872
541.02910, 0.08090411
541.04410, 0.08106714
541.05911, 0.08116292
541.07411, 0.08120932
541.08911, 0.08122700
541.10411, 0.08123943
541.11911, 0.08127287
541.13411, 0.08135638
541.14911, 0.08152169
541.16412, 0.08180322
541.17912, 0.08223789
541.19412, 0.08286503
541.20912, 0.08372619
541.22412, 0.08486499
541.23912, 0.08632684
541.25413, 0.08815874
541.26913, 0.09040894
541.28413, 0.09312666
541.29913, 0.09636173
541.31413, 0.10016415
541.32913, 0.10458375
541.34413, 0.10966964
541.35914, 0.11546980
541.37414, 0.12203049
541.38914, 0.12939573
541.40414, 0.13760674
541.41914, 0.14670130
541.43414, 0.15671315
541.44914, 0.16767136
541.46415, 0.17959972
541.47915, 0.19251609
541.49415, 0.20643177
541.50915, 0.22135094
541.52415, 0.23727006
541.53915, 0.25417739
541.55416, 0.27205247
541.56916, 0.29086576
541.58416, 0.31057828
541.59916, 0.33114140
541.61416, 0.35249665
541.62916, 0.37457570
541.64416, 0.39730045
541.65917, 0.42058321
541.67417, 0.44432700
541.68917, 0.46842604
541.70417, 0.49276634
541.71917, 0.51722636
541.73417, 0.54167794
541.74917, 0.56598719
541.76418, 0.59001563
541.77918, 0.61362137
541.79418, 0.63666040
541.80918, 0.65898791
541.82418, 0.68045977
541.83918, 0.70093398
541.85419, 0.72027213
541.86919, 0.73834092
541.88419, 0.75501359
541.89919, 0.77017139
541.91419, 0.78370488
541.92919, 0.79551523
541.94419, 0.80551536
541.95920, 0.81363097
541.97420, 0.81980144
541.98920, 0.82398051
542.00420, 0.82613688
542.01920, 0.82625450
542.03420, 0.82433285
542.04920, 0.82038681
542.06421, 0.81444654
542.07921, 0.80655705
542.09421, 0.79677760
542.10921, 0.78518099
542.12421, 0.77185262
542.13921, 0.75688948
542.15422, 0.74039890
542.16922, 0.72249737
542.18422, 0.70330907
542.19922, 0.68296452
542.21422, 0.66159906
542.22922, 0.63935142
542.24422, 0.61636219
542.25923, 0.59277237
542.27423, 0.56872203
542.28923, 0.54434890
542.30423, 0.51978718
542.31923, 0.49516635
542.33423, 0.47061016
542.34923, 0.44623569
542.36424, 0.42215260
542.37924, 0.39846243
542.39424, 0.37525817
542.40924, 0.35262378
542.42424, 0.33063406
542.43924, 0.30935446
542.45425, 0.28884112
542.46925, 0.26914104
542.48425, 0.25029226
542.49925, 0.23232422
542.51425, 0.21525818
542.52925, 0.19910766
542.54425, 0.18387906
542.55926, 0.16957218
542.57426, 0.15618083
542.58926, 0.14369354
542.60426, 0.13209412
542.61926, 0.12136235
542.63426, 0.11147460
542.64926, 0.10240442
542.66427, 0.09412311
542.67927, 0.08660031
542.69427, 0.07980442
542.70927, 0.07370311
542.72427, 0.06826369
542.73927, 0.06345349
542.75428, 0.05924012
542.76928, 0.05559176
542.78428, 0.05247731
542.79928, 0.04986660
542.81428, 0.04773045
542.82928, 0.04604074
542.84428, 0.04477045
542.85929, 0.04389364
542.87429, 0.04338541
542.88929, 0.04322184
542.90429, 0.04337990
542.91929, 0.04383738
542.93429, 0.04457273
542.94929, 0.04556498
542.96430, 0.04679364
542.97930, 0.04823853
542.99430, 0.04987973
543.00930, 0.05169744
543.02430, 0.05367191
543.03930, 0.05578340
543.05431, 0.05801207
543.06931, 0.06033799
543.08431, 0.06274110
543.09931, 0.06520125
543.11431, 0.06769818
543.12931, 0.07021163
543.14431, 0.07272133
543.15932, 0.07520718
543.17432, 0.07764926
543.18932, 0.08002803
543.20432, 0.08232441
543.21932, 0.08451994
543.23432, 0.08659694
543.24932, 0.08853865
543.26433, 0.09032940
543.27933, 0.09195478
543.29433, 0.09340176
543.30933, 0.09465888
543.32433, 0.09571638
543.33933, 0.09656632
543.35434, 0.09720271
543.36934, 0.09762161
543.38434, 0.09782125
543.39934, 0.09780204
543.41434, 0.09756669
543.42934, 0.09712022
543.44434, 0.09647000
543.45935, 0.09562571
543.47435, 0.09459939
543.48935, 0.09340537
543.50435, 0.09206025
543.51935, 0.09058284
543.53435, 0.08899409
543.54935, 0.08731704
543.56436, 0.08557670
543.57936, 0.08380002
543.59436, 0.08201574
543.60936, 0.08025433
543.62436, 0.07854786
543.63936, 0.07692996
543.65437, 0.07543564
543.66937, 0.07410123
543.68437, 0.07296428
543.69937, 0.07206343
543.71437, 0.07143827
543.72937, 0.07112927
543.74437, 0.07117760
543.75938, 0.07162502
543.77438, 0.07251367
543.78938, 0.07388597
543.80438, 0.07578434
543.81938, 0.07825104
543.83438, 0.08132790
543.84938, 0.08505603
543.86439, 0.08947557
543.87939, 0.09462530
543.89439, 0.10054232
543.90939, 0.10726160
543.92439, 0.11481562
543.93939, 0.12323387
543.95440, 0.13254237
543.96940, 0.14276320
543.98440, 0.15391397
543.99940, 0.16600727
544.01440, 0.17905019
544.02940, 0.19304374
544.04440, 0.20798241
544.05941, 0.22385366
544.07441, 0.24063745
544.08941, 0.25830590
544.10441, 0.27682291
544.11941, 0.29614392
544.13441, 0.31621571
544.14941, 0.33697628
544.16442, 0.35835490
544.17942, 0.38027218
544.19442, 0.40264032
544.20942, 0.42536340
544.22442, 0.44833792
544.23942, 0.47145331
544.25443, 0.49459269
544.26943, 0.51763367
544.28443, 0.54044927
544.29943, 0.56290902
544.31443, 0.58488000
544.32943, 0.60622816
544.34443, 0.62681949
544.35944, 0.64652144
544.37444, 0.66520420
544.38944, 0.68274215
544.40444, 0.69901511
544.41944, 0.71390979
544.43444, 0.72732095
544.44944, 0.73915271
544.46445, 0.74931957
544.47945, 0.75774749
544.49445, 0.76437470
544.50945, 0.76915250
544.52445, 0.77204578
544.53945, 0.77303348
544.55446, 0.77210882
544.56946, 0.76927936
544.58446, 0.76456689
544.59946, 0.75800717
544.61446, 0.74964946
544.62946, 0.73955589
544.64446, 0.72780072
544.65947, 0.71446944
544.67447, 0.69965769
544.68947, 0.68347019
544.70447, 0.66601950
544.71947, 0.64742471
544.73447, 0.62781013
544.74947, 0.60730394
544.76448, 0.58603683
544.77948, 0.56414063
544.79448, 0.54174702
544.80948, 0.51898630
544.82448, 0.49598617
544.83948, 0.47287064
544.85449, 0.44975904
544.86949, 0.42676512
544.88449, 0.40399625
544.89949, 0.38155281
544.91449, 0.35952758
544.92949, 0.33800541
544.94449, 0.31706289
544.95950, 0.29676815
544.97450, 0.27718088
544.98950, 0.25835231
545.00450, 0.24032543
545.01950, 0.22313515
545.03450, 0.20680867
545.04950, 0.19136588
545.06451, 0.17681973
545.07951, 0.16317678
545.09451, 0.15043769
545.10951, 0.13859775
545.12451, 0.12764744
545.13951, 0.11757296
545.15452, 0.10835678
545.16952, 0.09997818
545.18452, 0.09241369
545.19952, 0.08563763
545.21452, 0.07962246
545.22952, 0.07433926
545.24452, 0.06975801
545.25953, 0.06584794
545.27453, 0.06257776
545.28953, 0.05991594
545.30453, 0.05783081
545.31953, 0.05629079
545.33453, 0.05526443
545.34953, 0.05472051
545.36454, 0.05462810
545.37954, 0.05495654
545.39454, 0.05567548
545.40954, 0.05675484
545.42454, 0.05816481
545.43954, 0.05987576
545.45455, 0.06185829
545.46955, 0.06408312
545.48455, 0.06652112
545.49955, 0.06914325
545.51455, 0.07192058
545.52955, 0.07482428
545.54455, 0.07782568
545.55956, 0.08089625
545.57456, 0.08400770
545.58956, 0.08713207
545.60456, 0.09024179
545.61956, 0.09330978
545.63456, 0.09630963
545.64956, 0.09921568
545.66457, 0.10200320
545.67957, 0.10464853
545.69457, 0.10712925
545.70957, 0.10942434
545.72457, 0.11151432
545.73957, 0.11338144
545.75458, 0.11500980
545.76958, 0.11638550
545.78458, 0.11749674
545.79958, 0.11833397
545.81458, 0.11888991
545.82958, 0.11915969
545.84458, 0.11914083
545.85959, 0.11883330
545.87459, 0.11823950
545.88959, 0.11736422
545.90459, 0.11621464
545.91959, 0.11480019
545.93459, 0.11313250
545.94959, 0.11122528
545.96460, 0.10909420
545.97960, 0.10675671
545.99460, 0.10423195
546.00960, 0.10154054
546.02460, 0.09870444
546.03960, 0.09574676
546.05461, 0.09269164
546.06961, 0.08956404
546.08461, 0.08638963
546.09961, 0.08319464
546.11461, 0.08000574
546.12961, 0.07684989
546.14461, 0.07375431
546.15962, 0.07074637
546.17462, 0.06785351
546.18962, 0.06510326
546.20462, 0.06252315
546.21962, 0.06014077
546.23462, 0.05798372
546.24962, 0.05607968
546.26463, 0.05445640
546.27963, 0.05314178
546.29463, 0.05216385
546.30963, 0.05155088
546.32463, 0.05133134
546.33963, 0.05153399
546.35464, 0.05218783
546.36964, 0.05332211
546.38464, 0.05496633
546.39964, 0.05715009
546.41464, 0.05990310
546.42964, 0.06325496
546.44464, 0.06723505
546.45965, 0.07187230
546.47465, 0.07719496
546.48965, 0.08323028
546.50465, 0.09000420
546.51965, 0.09754100
546.53465, 0.10586284
546.54965, 0.11498937
546.56466, 0.12493724
546.57966, 0.13571961
546.59466, 0.14734564
546.60966, 0.15981998
546.62466, 0.17314226
546.63966, 0.18730655
546.65467, 0.20230094
546.66967, 0.21810703
546.68467, 0.23469952
546.69967, 0.25204590
546.71467, 0.27010610
546.72967, 0.28883231
546.74467, 0.30816881
546.75968, 0.32805196
546.77468, 0.34841023
546.78968, 0.36916436
546.80468, 0.39022770
546.81968, 0.41150651
546.83468, 0.43290054
546.84968, 0.45430362
546.86469, 0.47560443
546.87969, 0.49668728
546.89469, 0.51743314
546.90969, 0.53772059
546.92469, 0.55742700
546.93969, 0.57642964
546.95470, 0.59460695
546.96970, 0.61183979
546.98470, 0.62801267
546.99970, 0.64301504
547.01470, 0.65674253
547.02970, 0.66909813
547.04470, 0.67999331
547.05971, 0.68934907
547.07471, 0.69709690
547.08971, 0.70317959
547.10471, 0.70755193
547.11971, 0.71018129
547.13471, 0.71104798
547.14971, 0.71014557
547.16472, 0.70748089
547.17972, 0.70307401
547.19472, 0.69695799
547.20972, 0.68917846
547.22472, 0.67979308
547.23972, 0.66887085
547.25473, 0.65649129
547.26973, 0.64274347
547.28473, 0.62772504
547.29973, 0.61154104
547.31473, 0.59430275
547.32973, 0.57612648
547.34473, 0.55713226
547.35974, 0.53744265
547.37474, 0.51718143
547.38974, 0.49647244
547.40474, 0.47543835
547.41974, 0.45419963
547.43474, 0.43287346
547.44974, 0.41157279
547.46475, 0.39040555
547.47975, 0.36947386
547.49475, 0.34887340
547.50975, 0.32869293
547.52475, 0.30901385
547.53975, 0.28990994
547.55476, 0.27144715
547.56976, 0.25368355
547.58476, 0.23666931
547.59976, 0.22044685
547.61476, 0.20505102
547.62976, 0.19050933
547.64476, 0.17684233
547.65977, 0.16406390
547.67477, 0.15218174
547.68977, 0.14119776
547.70477, 0.13110856
547.71977, 0.12190589
547.73477, 0.11357709
547.74977, 0.10610562
547.76478, 0.09947141
547.77978, 0.09365136
547.79478, 0.08861971
547.80978, 0.08434839
547.82478, 0.08080740
547.83978, 0.07796508
547.85479, 0.07578839
547.86979, 0.07424314
547.88479, 0.07329423
547.89979, 0.07290578
547.91479, 0.07304131
547.92979, 0.07366384
547.94479, 0.07473604
547.95980, 0.07622029
547.97480, 0.07807873
547.98980, 0.08027341
548.00480, 0.08276629
548.01980, 0.08551933
548.03480, 0.08849457
548.04980, 0.09165419
548.06481, 0.09496060
548.07981, 0.09837656
548.09481, 0.10186525
548.10981, 0.10539042
548.12481, 0.10891651
548.13981, 0.11240881
548.15482, 0.11583360
548.16982, 0.11915832
548.18482, 0.12235174
548.19982, 0.12538415
548.21482, 0.12822756
548.22982, 0.13085580
548.24482, 0.13324478
548.25983, 0.13537262
548.27483, 0.13721977
548.28983, 0.13876922
548.30483, 0.14000655
548.31983, 0.14092006
548.33483, 0.14150084
548.34983, 0.14174283
548.36484, 0.14164280
548.37984, 0.14120041
548.39484, 0.14041809
548.40984, 0.13930105
548.42484, 0.13785715
548.43984, 0.13609676
548.45485, 0.13403267
548.46985, 0.13167984
548.48485, 0.12905531
548.49985, 0.12617789
548.51485, 0.12306801
548.52985, 0.11974746
548.54485, 0.11623914
548.55986, 0.11256687
548.57486, 0.10875507
548.58986, 0.10482859
548.60486, 0.10081248
548.61986, 0.09673173
548.63486, 0.09261114
548.64986, 0.08847507
548.66487, 0.08434736
548.67987, 0.08025114
548.69487, 0.07620872
548.70987, 0.07224158
548.72487, 0.06837023
548.73987, 0.06461422
548.75488, 0.06099216
548.76988, 0.05752170
548.78488, 0.05421963
548.79988, 0.05110191
548.81488, 0.04818379
548.82988, 0.04547992
548.84488, 0.04300448
548.85989, 0.04077132
548.87489, 0.03879410
548.88989, 0.03708646
548.90489, 0.03566218
548.91989, 0.03453531
548.93489, 0.03372036
548.94989, 0.03323240
548.96490, 0.03308721
548.97990, 0.03330139
548.99490, 0.03389240
549.00990, 0.03487869
549.02490, 0.03627967
549.03990, 0.03811573
549.05491, 0.04040820
549.06991, 0.04317929
549.08491, 0.04645194
549.09991, 0.05024968
549.11491, 0.05459645
549.12991, 0.05951633
549.14491, 0.06503326
549.15992, 0.07117075
549.17492, 0.07795145
549.18992, 0.08539681
549.20492, 0.09352664
549.21992, 0.10235861
549.23492, 0.11190781
549.24992, 0.12218623
549.26493, 0.13320226
549.27993, 0.14496017
549.29493, 0.15745964
549.30993, 0.17069522
549.32493, 0.18465591
549.33993, 0.19932473
549.35494, 0.21467832
549.36994, 0.23068663
549.38494, 0.24731265
549.39994, 0.26451226
549.41494, 0.28223407
549.42994, 0.30041942
549.44494, 0.31900248
549.45995, 0.33791044
549.47495, 0.35706375
549.48995, 0.37637655
549.50495, 0.39575716
549.51995, 0.41510869
549.53495, 0.43432972
549.54995, 0.45331513
549.56496, 0.47195698
549.57996, 0.49014547
549.59496, 0.50776996
549.60996, 0.52472009
549.62496, 0.54088686
549.63996, 0.55616384
549.65497, 0.57044823
549.66997, 0.58364211
549.68497, 0.59565345
549.69997, 0.60639726
549.71497, 0.61579655
549.72997, 0.62378325
549.74497, 0.63029905
549.75998, 0.63529615
549.77498, 0.63873778
549.78998, 0.64059874
549.80498, 0.64086568
549.81998, 0.63953732
549.83498, 0.63662444
549.84998, 0.63214981
549.86499, 0.62614789
549.87999, 0.61866444
549.89499, 0.60975602
549.90999, 0.59948926
549.92499, 0.58794014
549.93999, 0.57519312
549.95500, 0.56134012
549.97000, 0.54647955
549.98500, 0.53071521
550.00000, 0.51415518
550.01500, 0.49691066
550.03000, 0.47909485
550.04500, 0.46082184
550.06001, 0.44220550
550.07501, 0.42335846
550.09001, 0.40439109
550.10501, 0.38541064
550.12001, 0.36652035
550.13501, 0.34781872
550.15002, 0.32939888
550.16502, 0.31134799
550.18002, 0.29374682
550.19502, 0.27666938
550.21002, 0.26018264
550.22502, 0.24434637
550.24002, 0.22921307
550.25503, 0.21482796
550.27003, 0.20122906
550.28503, 0.18844732
550.30003, 0.17650684
550.31503, 0.16542513
550.33003, 0.15521336
550.34503, 0.14587675
550.36004, 0.13741485
550.37504, 0.12982196
550.39004, 0.12308748
550.40504, 0.11719628
550.42004, 0.11212909
550.43504, 0.10786286
550.45005, 0.10437108
550.46505, 0.10162417
550.48005, 0.09958978
550.49505, 0.09823307
550.51005, 0.09751701
550.52505, 0.09740266
550.54005, 0.09784941
550.55506, 0.09881522
550.57006, 0.10025684
550.58506, 0.10213002
550.60006, 0.10438973
550.61506, 0.10699038
550.63006, 0.10988596
550.64506, 0.11303031
550.66007, 0.11637728
550.67507, 0.11988095
550.69007, 0.12349584
550.70507, 0.12717711
550.72007, 0.13088082
550.73507, 0.13456408
550.75008, 0.13818537
550.76508, 0.14170468
550.78008, 0.14508381
550.79508, 0.14828653
550.81008, 0.15127886
550.82508, 0.15402924
550.84008, 0.15650873
550.85509, 0.15869122
550.87009, 0.16055356
550.88509, 0.16207573
550.90009, 0.16324093
550.91509, 0.16403570
550.93009, 0.16444993
550.94509, 0.16447695
550.96010, 0.16411349
550.97510, 0.16335964
550.99010, 0.16221879
551.00510, 0.16069753
551.02010, 0.15880548
551.03510, 0.15655517
551.05011, 0.15396182
551.06511, 0.15104310
551.08011, 0.14781893
551.09511, 0.14431120
551.11011, 0.14054347
551.12511, 0.13654073
551.14011, 0.13232905
551.15512, 0.12793535
551.17012, 0.12338706
551.18512, 0.11871183
551.20012, 0.11393728
551.21512, 0.10909075
551.23012, 0.10419898
551.24512, 0.09928799
551.26013, 0.09438278
551.27513, 0.08950721
551.29013, 0.08468384
551.30513, 0.07993380
551.32013, 0.07527668
551.33513, 0.07073049
551.35014, 0.06631162
551.36514, 0.06203481
551.38014, 0.05791317
551.39514, 0.05395827
551.41014, 0.05018013
551.42514, 0.04658736
551.44014, 0.04318728
551.45515, 0.03998600
551.47015, 0.03698860
551.48515, 0.03419928
551.50015, 0.03162149
551.51515, 0.02925818
551.53015, 0.02711190
551.54515, 0.02518503
551.56016, 0.02347995
551.57516, 0.02199923
551.59016, 0.02074578
551.60516, 0.01972307
551.62016, 0.01893524
551.63516, 0.01838729
551.65017, 0.01808519
551.66517, 0.01803602
551.68017, 0.01824808
551.69517, 0.01873096
551.71017, 0.01949562
551.72517, 0.02055442
551.74017, 0.02192114
551.75518, 0.02361099
551.77018, 0.02564053
551.78518, 0.02802762
551.80018, 0.03079134
551.81518, 0.03395183
551.83018, 0.03753014
551.84518, 0.04154799
551.86019, 0.04602759
551.87519, 0.05099133
551.89019, 0.05646151
551.90519, 0.06245995
551.92019, 0.06900771
551.93519, 0.07612461
551.95020, 0.08382888
551.96520, 0.09213671
551.98020, 0.10106178
551.99520, 0.11061484
552.01020, 0.12080323
552.02520, 0.13163042
552.04020, 0.14309557
552.05521, 0.15519313
552.07021, 0.16791241
552.08521, 0.18123724
552.10021, 0.19514563
552.11521, 0.20960955
552.13021, 0.22459469
552.14521, 0.24006031
552.16022, 0.25595925
552.17522, 0.27223789
552.19022, 0.28883626
552.20522, 0.30568830
552.22022, 0.32272207
552.23522, 0.33986021
552.25023, 0.35702036
552.26523, 0.37411579
552.28023, 0.39105601
552.29523, 0.40774754
552.31023, 0.42409472
552.32523, 0.44000058
552.34023, 0.45536780
552.35524, 0.47009963
552.37024, 0.48410099
552.38524, 0.49727939
552.40024, 0.50954604
552.41524, 0.52081678
552.43024, 0.53101312
552.44524, 0.54006312
552.46025, 0.54790227
552.47525, 0.55447432
552.49025, 0.55973193
552.50525, 0.56363728
552.52025, 0.56616260
552.53525, 0.56729052
552.55026, 0.56701431
552.56526, 0.56533801
552.58026, 0.56227641
552.59526, 0.55785495
552.61026, 0.55210937
552.62526, 0.54508539
552.64026, 0.53683818
552.65527, 0.52743172
552.67027, 0.51693810
552.68527, 0.50543675
552.70027, 0.49301350
552.71527, 0.47975974
552.73027, 0.46577136
552.74527, 0.45114781
552.76028, 0.43599106
552.77528, 0.42040459
552.79028, 0.40449239
552.80528, 0.38835799
552.82028, 0.37210355
552.83528, 0.35582896
552.85029, 0.33963101
552.86529, 0.32360268
552.88029, 0.30783243
552.89529, 0.29240363
552.91029, 0.27739403
552.92529, 0.26287535
552.94029, 0.24891289
552.95530, 0.23556533
552.97030, 0.22288448
552.98530, 0.21091521
553.00030, 0.19969541
553.01530, 0.18925599
553.03030, 0.17962097
553.04530, 0.17080763
553.06031, 0.16282668
553.07531, 0.15568250
553.09031, 0.14937335
553.10531, 0.14389173
553.12031, 0.13922459
553.13531, 0.13535376
553.15032, 0.13225618
553.16532, 0.12990434
553.18032, 0.12826657
553.19532, 0.12730744
553.21032, 0.12698808
553.22532, 0.12726658
553.24032, 0.12809834
553.25533, 0.12943640
553.27033, 0.13123187
553.28533, 0.13343421
553.30033, 0.13599165
553.31533, 0.13885154
553.33033, 0.14196068
553.34533, 0.14526571
553.36034, 0.14871344
553.37534, 0.15225124
553.39034, 0.15582736
553.40534, 0.15939128
553.42034, 0.16289407
553.43534, 0.16628870
553.45035, 0.16953034
553.46535, 0.17257671
553.48035, 0.17538832
553.49535, 0.17792877
553.51035, 0.18016496
553.52535, 0.18206730
553.54035, 0.18360991
553.55536, 0.18477078
553.57036, 0.18553185
553.58536, 0.18587909
553.60036, 0.18580256
553.61536, 0.18529637
553.63036, 0.18435869
553.64536, 0.18299161
553.66037, 0.18120103
553.67537, 0.17899651
553.69037, 0.17639107
553.70537, 0.17340095
553.72037, 0.17004536
553.73537, 0.16634616
553.75038, 0.16232762
553.76538, 0.15801600
553.78038, 0.15343928
553.79538, 0.14862679
553.81038, 0.14360885
553.82538, 0.13841644
553.84038, 0.13308084
553.85539, 0.12763329
553.87039, 0.12210471
553.88539, 0.11652537
553.90039, 0.11092461
553.91539, 0.10533063
553.93039, 0.09977022
553.94539, 0.09426860
553.96040, 0.08884923
553.97540, 0.08353373
553.99040, 0.07834170
554.00540, 0.07329073
554.02040, 0.06839633
554.03540, 0.06367192
554.05041, 0.05912885
554.06541, 0.05477645
554.08041, 0.05062211
554.09541, 0.04667135
554.11041, 0.04292795
554.12541, 0.03939404
554.14041, 0.03607031
554.15542, 0.03295608
554.17042, 0.03004951
554.18542, 0.02734773
554.20042, 0.02484707
554.21542, 0.02254315
554.23042, 0.02043112
554.24542, 0.01850577
554.26043, 0.01676175
554.27543, 0.01519370
554.29043, 0.01379642
554.30543, 0.01256501
554.32043, 0.01149500
554.33543, 0.01058255
554.35044, 0.00982447
554.36544, 0.00921846
554.38044, 0.00876310
554.39544, 0.00845807
554.41044, 0.00830414
554.42544, 0.00830331
554.44044, 0.00845887
554.45545, 0.00877544
554.47045, 0.00925905
554.48545, 0.00991715
554.50045, 0.01075864
554.51545, 0.01179391
554.53045, 0.01303476
554.54545, 0.01449444
554.56046, 0.01618759
554.57546, 0.01813016
554.59046, 0.02033935
554.60546, 0.02283350
554.62046, 0.02563194
554.63546, 0.02875486
554.65047, 0.03222311
554.66547, 0.03605802
554.68047, 0.04028116
554.69547, 0.04491405
554.71047, 0.04997794
554.72547, 0.05549343
554.74047, 0.06148020
554.75548, 0.06795662
554.77048, 0.07493941
554.78548, 0.08244323
554.80048, 0.09048032
554.81548, 0.09906008
554.83048, 0.10818866
554.84548, 0.11786862
554.86049, 0.12809851
554.87549, 0.13887254
554.89049, 0.15018023
554.90549, 0.16200613
554.92049, 0.17432956
554.93549, 0.18712441
554.95050, 0.20035900
554.96550, 0.21399598
554.98050, 0.22799231
554.99550, 0.24229935
555.01050, 0.25686294
555.02550, 0.27162365
555.04050, 0.28651707
555.05551, 0.30147418
555.07051, 0.31642180
555.08551, 0.33128316
555.10051, 0.34597848
555.11551, 0.36042566
555.13051, 0.37454102
555.14551, 0.38824011
555.16052, 0.40143855
555.17552, 0.41405286
555.19052, 0.42600144
555.20552, 0.43720537
555.22052, 0.44758939
555.23552, 0.45708273
555.25053, 0.46561996
555.26553, 0.47314183
