wavelength [nm],absorbance
573.80738, 0.15610042
573.82238, 0.16139893
573.83738, 0.16661669
573.85239, 0.17174063
573.86739, 0.17675821
573.88239, 0.18165738
573.89739, 0.18642659
573.91239, 0.19105484
573.92739, 0.19553157
573.94239, 0.19984672
573.95740, 0.20399064
573.97240, 0.20795406
573.98740, 0.21172802
574.00240, 0.21530388
574.01740, 0.21867321
574.03240, 0.22182779
574.04740, 0.22475953
574.06241, 0.22746050
574.07741, 0.22992287
574.09241, 0.23213894
574.10741, 0.23410112
574.12241, 0.23580200
574.13741, 0.23723436
574.15242, 0.23839123
574.16742, 0.23926602
574.18242, 0.23985254
574.19742, 0.24014515
574.21242, 0.24013887
574.22742, 0.23982947
574.24242, 0.23921364
574.25743, 0.23828908
574.27243, 0.23705467
574.28743, 0.23551053
574.30243, 0.23365818
574.31743, 0.23150064
574.33243, 0.22904245
574.34743, 0.22628981
574.36244, 0.22325057
574.37744, 0.21993428
574.39244, 0.21635214
574.40744, 0.21251702
574.42244, 0.20844335
574.43744, 0.20414707
574.45245, 0.19964547
574.46745, 0.19495712
574.48245, 0.19010164
574.49745, 0.18509959
574.51245, 0.17997221
574.52745, 0.17474127
574.54245, 0.16942880
574.55746, 0.16405693
574.57246, 0.15864761
574.58746, 0.15322242
574.60246, 0.14780236
574.61746, 0.14240763
574.63246, 0.13705746
574.64746, 0.13176993
574.66247, 0.12656183
574.67747, 0.12144850
574.69247, 0.11644378
574.70747, 0.11155988
574.72247, 0.10680735
574.73747, 0.10219504
574.75248, 0.09773014
574.76748, 0.09341812
574.78248, 0.08926287
574.79748, 0.08526668
574.81248, 0.08143041
574.82748, 0.07775351
574.84248, 0.07423420
574.85749, 0.07086958
574.87249, 0.06765574
574.88749, 0.06458793
574.90249, 0.06166071
574.91749, 0.05886807
574.93249, 0.05620359
574.94749, 0.05366056
574.96250, 0.05123212
574.97750, 0.04891140
574.99250, 0.04669159
575.00750, 0.04456604
575.02250, 0.04252839
575.03750, 0.04057260
575.05251, 0.03869302
575.06751, 0.03688443
575.08251, 0.03514210
575.09751, 0.03346175
575.11251, 0.03183962
575.12751, 0.03027242
575.14251, 0.02875735
575.15752, 0.02729207
575.17252, 0.02587463
575.18752, 0.02450351
575.20252, 0.02317750
575.21752, 0.02189574
575.23252, 0.02065758
575.24752, 0.01946264
575.26253, 0.01831065
575.27753, 0.01720152
575.29253, 0.01613522
575.30753, 0.01511174
575.32253, 0.01413111
575.33753, 0.01319333
575.35254, 0.01229833
575.36754, 0.01144597
575.38254, 0.01063602
575.39754, 0.00986813
575.41254, 0.00914184
575.42754, 0.00845654
575.44254, 0.00781150
575.45755, 0.00720587
575.47255, 0.00663867
575.48755, 0.00610878
575.50255, 0.00561500
575.51755, 0.00515600
575.53255, 0.00473041
575.54755, 0.00433673
575.56256, 0.00397346
575.57756, 0.00363900
575.59256, 0.00333176
575.60756, 0.00305014
575.62256, 0.00279250
575.63756, 0.00255725
575.65257, 0.00234282
575.66757, 0.00214765
575.68257, 0.00197025
575.69757, 0.00180918
575.71257, 0.00166306
575.72757, 0.00153057
575.74257, 0.00141046
575.75758, 0.00130157
575.77258, 0.00120280
575.78758, 0.00111315
575.80258, 0.00103168
575.81758, 0.00095753
575.83258, 0.00088992
575.84758, 0.00082814
575.86259, 0.00077156
575.87759, 0.00071961
575.89259, 0.00067179
575.90759, 0.00062765
575.92259, 0.00058683
575.93759, 0.00054898
575.95260, 0.00051382
575.96760, 0.00048113
575.98260, 0.00045071
575.99760, 0.00042241
576.01260, 0.00039613
576.02760, 0.00037178
576.04260, 0.00034932
576.05761, 0.00032876
576.07261, 0.00031010
576.08761, 0.00029341
576.10261, 0.00027877
576.11761, 0.00026632
576.13261, 0.00025621
576.14761, 0.00024865
576.16262, 0.00024389
576.17762, 0.00024221
576.19262, 0.00024398
576.20762, 0.00024959
576.22262, 0.00025953
576.23762, 0.00027435
576.25263, 0.00029468
576.26763, 0.00032125
576.28263, 0.00035489
576.29763, 0.00039654
576.31263, 0.00044727
576.32763, 0.00050829
576.34263, 0.00058095
576.35764, 0.00066677
576.37264, 0.00076744
576.38764, 0.00088485
576.40264, 0.00102107
576.41764, 0.00117841
576.43264, 0.00135939
576.44764, 0.00156677
576.46265, 0.00180355
576.47765, 0.00207302
576.49265, 0.00237870
576.50765, 0.00272439
576.52265, 0.00311418
576.53765, 0.00355241
576.55266, 0.00404371
576.56766, 0.00459296
576.58266, 0.00520532
576.59766, 0.00588618
576.61266, 0.00664115
576.62766, 0.00747607
576.64266, 0.00839693
576.65767, 0.00940991
576.67267, 0.01052126
576.68767, 0.01173734
576.70267, 0.01306453
576.71767, 0.01450919
576.73267, 0.01607762
576.74767, 0.01777599
576.76268, 0.01961028
576.77768, 0.02158624
576.79268, 0.02370928
576.80768, 0.02598447
576.82268, 0.02841639
576.83768, 0.03100915
576.85269, 0.03376624
576.86769, 0.03669053
576.88269, 0.03978418
576.89769, 0.04304855
576.91269, 0.04648419
576.92769, 0.05009078
576.94269, 0.05386705
576.95770, 0.05781076
576.97270, 0.06191866
576.98770, 0.06618647
577.00270, 0.07060885
577.01770, 0.07517939
577.03270, 0.07989058
577.04770, 0.08473385
577.06271, 0.08969955
577.07771, 0.09477701
577.09271, 0.09995449
577.10771, 0.10521929
577.12271, 0.11055775
577.13771, 0.11595530
577.15272, 0.12139654
577.16772, 0.12686528
577.18272, 0.13234460
577.19772, 0.13781695
577.21272, 0.14326422
577.22772, 0.14866784
577.24272, 0.15400881
577.25773, 0.15926789
577.27273, 0.16442563
577.28773, 0.16946250
577.30273, 0.17435899
577.31773, 0.17909574
577.33273, 0.18365363
577.34773, 0.18801392
577.36274, 0.19215837
577.37774, 0.19606933
577.39274, 0.19972991
577.40774, 0.20312408
577.42274, 0.20623677
577.43774, 0.20905404
577.45275, 0.21156315
577.46775, 0.21375269
577.48275, 0.21561269
577.49775, 0.21713473
577.51275, 0.21831199
577.52775, 0.21913938
577.54275, 0.21961354
577.55776, 0.21973297
577.57276, 0.21949802
577.58776, 0.21891090
577.60276, 0.21797573
577.61776, 0.21669849
577.63276, 0.21508699
577.64776, 0.21315084
577.66277, 0.21090135
577.67777, 0.20835144
577.69277, 0.20551557
577.70777, 0.20240955
577.72277, 0.19905047
577.73777, 0.19545647
577.75278, 0.19164664
577.76778, 0.18764080
577.78278, 0.18345931
577.79778, 0.17912293
577.81278, 0.17465257
577.82778, 0.17006913
577.84278, 0.16539331
577.85779, 0.16064546
577.87279, 0.15584533
577.88779, 0.15101200
577.90279, 0.14616369
577.91779, 0.14131765
577.93279, 0.13649004
577.94779, 0.13169583
577.96280, 0.12694876
577.97780, 0.12226125
577.99280, 0.11764441
578.00780, 0.11310801
578.02280, 0.10866045
578.03780, 0.10430886
578.05281, 0.10005910
578.06781, 0.09591580
578.08281, 0.09188247
578.09781, 0.08796158
578.11281, 0.08415459
578.12781, 0.08046213
578.14281, 0.07688404
578.15782, 0.07341952
578.17282, 0.07006719
578.18782, 0.06682520
578.20282, 0.06369137
578.21782, 0.06066321
578.23282, 0.05773808
578.24782, 0.05491320
578.26283, 0.05218578
578.27783, 0.04955303
578.29283, 0.04701225
578.30783, 0.04456081
578.32283, 0.04219627
578.33783, 0.03991631
578.35284, 0.03771881
578.36784, 0.03560183
578.38284, 0.03356358
578.39784, 0.03160247
578.41284, 0.02971705
578.42784, 0.02790600
578.44284, 0.02616813
578.45785, 0.02450232
578.47285, 0.02290753
578.48785, 0.02138277
578.50285, 0.01992706
578.51785, 0.01853939
578.53285, 0.01721876
578.54785, 0.01596409
578.56286, 0.01477426
578.57786, 0.01364806
578.59286, 0.01258418
578.60786, 0.01158123
578.62286, 0.01063771
578.63786, 0.00975203
578.65287, 0.00892248
578.66787, 0.00814727
578.68287, 0.00742451
578.69787, 0.00675224
578.71287, 0.00612841
578.72787, 0.00555093
578.74287, 0.00501765
578.75788, 0.00452640
578.77288, 0.00407498
578.78788, 0.00366119
578.80288, 0.00328283
578.81788, 0.00293772
578.83288, 0.00262374
578.84788, 0.00233877
578.86289, 0.00208078
578.87789, 0.00184779
578.89289, 0.00163788
578.90789, 0.00144923
578.92289, 0.00128009
578.93789, 0.00112880
578.95290, 0.00099379
578.96790, 0.00087358
578.98290, 0.00076680
578.99790, 0.00067214
579.01290, 0.00058840
579.02790, 0.00051449
579.04290, 0.00044937
579.05791, 0.00039211
579.07291, 0.00034185
579.08791, 0.00029780
579.10291, 0.00025927
579.11791, 0.00022561
579.13291, 0.00019625
579.14791, 0.00017066
579.16292, 0.00014839
579.17792, 0.00012903
579.19292, 0.00011220
579.20792, 0.00009759
579.22292, 0.00008492
579.23792, 0.00007392
579.25293, 0.00006439
579.26793, 0.00005613
579.28293, 0.00004897
579.29793, 0.00004277
579.31293, 0.00003741
579.32793, 0.00003277
579.34293, 0.00002878
579.35794, 0.00002534
579.37294, 0.00002240
579.38794, 0.00001991
579.40294, 0.00001782
579.41794, 0.00001610
579.43294, 0.00001473
579.44794, 0.00001370
579.46295, 0.00001300
579.47795, 0.00001263
579.49295, 0.00001261
579.50795, 0.00001296
579.52295, 0.00001373
579.53795, 0.00001496
579.55296, 0.00001670
579.56796, 0.00001904
579.58296, 0.00002208
579.59796, 0.00002593
579.61296, 0.00003072
579.62796, 0.00003663
579.64296, 0.00004385
579.65797, 0.00005260
579.67297, 0.00006317
579.68797, 0.00007586
579.70297, 0.00009104
579.71797, 0.00010913
579.73297, 0.00013062
579.74797, 0.00015606
579.76298, 0.00018611
579.77798, 0.00022148
579.79298, 0.00026300
579.80798, 0.00031163
579.82298, 0.00036842
579.83798, 0.00043458
579.85299, 0.00051143
579.86799, 0.00060050
579.88299, 0.00070344
579.89799, 0.00082213
579.91299, 0.00095863
579.92799, 0.00111520
579.94299, 0.00129435
579.95800, 0.00149882
579.97300, 0.00173158
579.98800, 0.00199590
580.00300, 0.00229528
580.01800, 0.00263353
580.03300, 0.00301473
580.04800, 0.00344324
580.06301, 0.00392373
580.07801, 0.00446112
580.09301, 0.00506066
580.10801, 0.00572781
580.12301, 0.00646834
580.13801, 0.00728823
580.15302, 0.00819366
580.16802, 0.00919103
580.18302, 0.01028687
580.19802, 0.01148782
580.21302, 0.01280060
580.22802, 0.01423192
580.24302, 0.01578848
580.25803, 0.01747686
580.27303, 0.01930347
580.28803, 0.02127449
580.30303, 0.02339576
580.31803, 0.02567273
580.33303, 0.02811039
580.34803, 0.03071311
580.36304, 0.03348466
580.37804, 0.03642802
580.39304, 0.03954535
580.40804, 0.04283790
580.42304, 0.04630589
580.43804, 0.04994848
580.45305, 0.05376365
580.46805, 0.05774817
580.48305, 0.06189750
580.49805, 0.06620580
580.51305, 0.07066580
580.52805, 0.07526888
580.54305, 0.08000495
580.55806, 0.08486255
580.57306, 0.08982876
580.58806, 0.09488934
580.60306, 0.10002867
580.61806, 0.10522990
580.63306, 0.11047497
580.64806, 0.11574473
580.66307, 0.12101906
580.67807, 0.12627697
580.69307, 0.13149677
580.70807, 0.13665620
580.72307, 0.14173262
580.73807, 0.14670315
580.75308, 0.15154489
580.76808, 0.15623512
580.78308, 0.16075143
580.79808, 0.16507199
580.81308, 0.16917570
580.82808, 0.17304238
580.84308, 0.17665300
580.85809, 0.17998979
580.87309, 0.18303647
580.88809, 0.18577833
580.90309, 0.18820245
580.91809, 0.19029773
580.93309, 0.19205505
580.94809, 0.19346733
580.96310, 0.19452956
580.97810, 0.19523887
580.99310, 0.19559450
581.00810, 0.19559782
581.02310, 0.19525227
581.03810, 0.19456329
581.05311, 0.19353827
581.06811, 0.19218642
581.08311, 0.19051865
581.09811, 0.18854745
581.11311, 0.18628674
581.12811, 0.18375168
581.14311, 0.18095852
581.15812, 0.17792445
581.17312, 0.17466736
581.18812, 0.17120571
581.20312, 0.16755832
581.21812, 0.16374423
581.23312, 0.15978250
581.24812, 0.15569206
581.26313, 0.15149157
581.27813, 0.14719930
581.29313, 0.14283296
581.30813, 0.13840966
581.32313, 0.13394575
581.33813, 0.12945680
581.35314, 0.12495752
581.36814, 0.12046170
581.38314, 0.11598221
581.39814, 0.11153096
581.41314, 0.10711890
581.42814, 0.10275605
581.44314, 0.09845148
581.45815, 0.09421338
581.47315, 0.09004906
581.48815, 0.08596502
581.50315, 0.08196697
581.51815, 0.07805988
581.53315, 0.07424807
581.54815, 0.07053519
581.56316, 0.06692433
581.57816, 0.06341804
581.59316, 0.06001839
581.60816, 0.05672700
581.62316, 0.05354508
581.63816, 0.05047346
581.65317, 0.04751265
581.66817, 0.04466283
581.68317, 0.04192392
581.69817, 0.03929554
581.71317, 0.03677708
581.72817, 0.03436770
581.74317, 0.03206633
581.75818, 0.02987170
581.77318, 0.02778233
581.78818, 0.02579655
581.80318, 0.02391251
581.81818, 0.02212819
581.83318, 0.02044139
581.84818, 0.01884975
581.86319, 0.01735079
581.87819, 0.01594185
581.89319, 0.01462016
581.90819, 0.01338284
581.92319, 0.01222689
581.93819, 0.01114924
581.95320, 0.01014672
581.96820, 0.00921613
581.98320, 0.00835421
581.99820, 0.00755766
582.01320, 0.00682319
582.02820, 0.00614751
582.04320, 0.00552734
582.05821, 0.00495945
582.07321, 0.00444064
582.08821, 0.00396780
582.10321, 0.00353787
582.11821, 0.00314789
582.13321, 0.00279500
582.14821, 0.00247644
582.16322, 0.00218957
582.17822, 0.00193185
582.19322, 0.00170088
582.20822, 0.00149439
582.22322, 0.00131024
582.23822, 0.00114639
582.25323, 0.00100096
582.26823, 0.00087220
582.28323, 0.00075846
582.29823, 0.00065823
582.31323, 0.00057011
582.32823, 0.00049283
582.34323, 0.00042520
582.35824, 0.00036617
582.37324, 0.00031474
582.38824, 0.00027005
582.40324, 0.00023129
582.41824, 0.00019776
582.43324, 0.00016880
582.44824, 0.00014385
582.46325, 0.00012240
582.47825, 0.00010399
582.49325, 0.00008822
582.50825, 0.00007474
582.52325, 0.00006324
582.53825, 0.00005345
582.55326, 0.00004511
582.56826, 0.00003804
582.58326, 0.00003204
582.59826, 0.00002697
582.61326, 0.00002268
582.62826, 0.00001905
582.64326, 0.00001600
582.65827, 0.00001342
582.67327, 0.00001126
582.68827, 0.00000944
582.70327, 0.00000791
582.71827, 0.00000663
582.73327, 0.00000555
582.74827, 0.00000465
582.76328, 0.00000390
582.77828, 0.00000328
582.79328, 0.00000275
582.80828, 0.00000232
582.82328, 0.00000197
582.83828, 0.00000168
582.85329, 0.00000145
582.86829, 0.00000127
582.88329, 0.00000113
582.89829, 0.00000104
582.91329, 0.00000099
582.92829, 0.00000098
582.94329, 0.00000102
582.95830, 0.00000110
582.97330, 0.00000124
582.98830, 0.00000144
583.00330, 0.00000171
583.01830, 0.00000207
583.03330, 0.00000253
583.04830, 0.00000312
583.06331, 0.00000386
583.07831, 0.00000478
583.09331, 0.00000593
583.10831, 0.00000735
583.12331, 0.00000911
583.13831, 0.00001126
583.15332, 0.00001390
583.16832, 0.00001712
583.18332, 0.00002105
583.19832, 0.00002581
583.21332, 0.00003158
583.22832, 0.00003855
583.24332, 0.00004695
583.25833, 0.00005704
583.27333, 0.00006914
583.28833, 0.00008360
583.30333, 0.00010085
583.31833, 0.00012137
583.33333, 0.00014572
583.34833, 0.00017453
583.36334, 0.00020854
583.37834, 0.00024859
583.39334, 0.00029563
583.40834, 0.00035073
583.42334, 0.00041511
583.43834, 0.00049013
583.45335, 0.00057735
583.46835, 0.00067846
583.48335, 0.00079540
583.49835, 0.00093028
583.51335, 0.00108545
583.52835, 0.00126350
583.54335, 0.00146727
583.55836, 0.00169988
583.57336, 0.00196471
583.58836, 0.00226543
583.60336, 0.00260601
583.61836, 0.00299071
583.63336, 0.00342411
583.64836, 0.00391108
583.66337, 0.00445678
583.67837, 0.00506666
583.69337, 0.00574646
583.70837, 0.00650214
583.72337, 0.00733993
583.73837, 0.00826622
583.75338, 0.00928759
583.76838, 0.01041071
583.78338, 0.01164235
583.79838, 0.01298926
583.81338, 0.01445814
583.82838, 0.01605558
583.84338, 0.01778798
583.85839, 0.01966142
583.87339, 0.02168163
583.88839, 0.02385391
583.90339, 0.02618295
583.91839, 0.02867282
583.93339, 0.03132684
583.94839, 0.03414747
583.96340, 0.03713622
583.97840, 0.04029357
583.99340, 0.04361886
584.00840, 0.04711022
584.02340, 0.05076450
584.03840, 0.05457718
584.05341, 0.05854233
584.06841, 0.06265259
584.08341, 0.06689909
584.09841, 0.07127149
584.11341, 0.07575798
584.12841, 0.08034524
584.14341, 0.08501857
584.15842, 0.08976188
584.17342, 0.09455781
584.18842, 0.09938780
584.20342, 0.10423221
584.21842, 0.10907047
584.23342, 0.11388119
584.24842, 0.11864237
584.26343, 0.12333153
584.27843, 0.12792591
584.29343, 0.13240269
584.30843, 0.13673914
584.32343, 0.14091289
584.33843, 0.14490204
584.35344, 0.14868547
584.36844, 0.15224295
584.38344, 0.15555537
584.39844, 0.15860492
584.41344, 0.16137524
584.42844, 0.16385157
584.44344, 0.16602092
584.45845, 0.16787214
584.47345, 0.16939603
584.48845, 0.17058541
584.50345, 0.17143521
584.51845, 0.17194243
584.53345, 0.17210619
584.54845, 0.17192771
584.56346, 0.17141026
584.57846, 0.17055910
584.59346, 0.16938142
584.60846, 0.16788622
584.62346, 0.16608420
584.63846, 0.16398765
584.65347, 0.16161030
584.66847, 0.15896715
584.68347, 0.15607436
584.69847, 0.15294904
584.71347, 0.14960914
584.72847, 0.14607321
584.74347, 0.14236030
584.75848, 0.13848978
584.77348, 0.13448117
584.78848, 0.13035398
584.80348, 0.12612761
584.81848, 0.12182119
584.83348, 0.11745344
584.84848, 0.11304259
584.86349, 0.10860626
584.87849, 0.10416135
584.89349, 0.09972401
584.90849, 0.09530952
584.92349, 0.09093227
584.93849, 0.08660570
584.95350, 0.08234227
584.96850, 0.07815343
584.98350, 0.07404961
584.99850, 0.07004020
585.01350, 0.06613359
585.02850, 0.06233715
585.04350, 0.05865724
585.05851, 0.05509926
585.07351, 0.05166766
585.08851, 0.04836600
585.10351, 0.04519694
585.11851, 0.04216233
585.13351, 0.03926324
585.14851, 0.03650000
585.16352, 0.03387224
585.17852, 0.03137898
585.19352, 0.02901865
585.20852, 0.02678912
585.22352, 0.02468781
585.23852, 0.02271172
585.25353, 0.02085744
585.26853, 0.01912126
585.28353, 0.01749918
585.29853, 0.01598697
585.31353, 0.01458023
585.32853, 0.01327440
585.34353, 0.01206483
585.35854, 0.01094678
585.37354, 0.00991553
585.38854, 0.00896632
585.40354, 0.00809445
585.41854, 0.00729529
585.43354, 0.00656426
585.44854, 0.00589693
585.46355, 0.00528898
585.47855, 0.00473623
585.49355, 0.00423467
585.50855, 0.00378044
585.52355, 0.00336987
585.53855, 0.00299948
585.55356, 0.00266595
585.56856, 0.00236617
585.58356, 0.00209721
585.59856, 0.00185632
585.61356, 0.00164095
585.62856, 0.00144873
585.64356, 0.00127744
585.65857, 0.00112504
585.67357, 0.00098968
585.68857, 0.00086961
585.70357, 0.00076327
585.71857, 0.00066922
585.73357, 0.00058616
585.74857, 0.00051288
585.76358, 0.00044833
585.77858, 0.00039153
585.79358, 0.00034160
585.80858, 0.00029777
585.82358, 0.00025933
585.83858, 0.00022564
585.85359, 0.00019616
585.86859, 0.00017038
585.88359, 0.00014786
585.89859, 0.00012820
585.91359, 0.00011105
585.92859, 0.00009610
585.94359, 0.00008309
585.95860, 0.00007178
585.97360, 0.00006194
585.98860, 0.00005339
586.00360, 0.00004598
586.01860, 0.00003955
586.03360, 0.00003398
586.04860, 0.00002916
586.06361, 0.00002500
586.07861, 0.00002140
586.09361, 0.00001829
586.10861, 0.00001562
586.12361, 0.00001332
586.13861, 0.00001134
586.15362, 0.00000964
586.16862, 0.00000818
586.18362, 0.00000693
586.19862, 0.00000586
586.21362, 0.00000495
586.22862, 0.00000418
586.24362, 0.00000352
586.25863, 0.00000295
586.27363, 0.00000248
586.28863, 0.00000207
586.30363, 0.00000173
586.31863, 0.00000145
586.33363, 0.00000121
586.34863, 0.00000100
586.36364, 0.00000084
586.37864, 0.00000070
586.39364, 0.00000058
586.40864, 0.00000049
586.42364, 0.00000041
586.43864, 0.00000035
586.45365, 0.00000030
586.46865, 0.00000027
586.48365, 0.00000025
586.49865, 0.00000025
586.51365, 0.00000025
586.52865, 0.00000027
586.54365, 0.00000031
586.55866, 0.00000036
586.57366, 0.00000044
586.58866, 0.00000054
586.60366, 0.00000067
586.61866, 0.00000084
586.63366, 0.00000106
586.64866, 0.00000133
586.66367, 0.00000168
586.67867, 0.00000212
586.69367, 0.00000267
586.70867, 0.00000336
586.72367, 0.00000421
586.73867, 0.00000527
586.75368, 0.00000658
586.76868, 0.00000819
586.78368, 0.00001018
586.79868, 0.00001261
586.81368, 0.00001560
586.82868, 0.00001924
586.84368, 0.00002367
586.85869, 0.00002906
586.87369, 0.00003557
586.88869, 0.00004345
586.90369, 0.00005293
586.91869, 0.00006433
586.93369, 0.00007799
586.94869, 0.00009432
586.96370, 0.00011378
586.97870, 0.00013692
586.99370, 0.00016436
587.00870, 0.00019682
587.02370, 0.00023510
587.03870, 0.00028015
587.05371, 0.00033300
587.06871, 0.00039485
587.08371, 0.00046703
587.09871, 0.00055106
587.11371, 0.00064861
587.12871, 0.00076156
587.14371, 0.00089199
587.15872, 0.00104219
587.17372, 0.00121471
587.18872, 0.00141232
587.20372, 0.00163806
587.21872, 0.00189524
587.23372, 0.00218744
587.24872, 0.00251853
587.26373, 0.00289267
587.27873, 0.00331428
587.29373, 0.00378809
587.30873, 0.00431910
587.32373, 0.00491256
587.33873, 0.00557399
587.35374, 0.00630912
587.36874, 0.00712386
587.38374, 0.00802432
587.39874, 0.00901669
587.41374, 0.01010726
587.42874, 0.01130234
587.44374, 0.01260818
587.45875, 0.01403093
587.47375, 0.01557657
587.48875, 0.01725080
587.50375, 0.01905899
587.51875, 0.02100607
587.53375, 0.02309644
587.54875, 0.02533389
587.56376, 0.02772146
587.57876, 0.03026140
587.59376, 0.03295503
587.60876, 0.03580269
587.62376, 0.03880357
587.63876, 0.04195574
587.65377, 0.04525596
587.66877, 0.04869970
587.68377, 0.05228103
587.69877, 0.05599262
587.71377, 0.05982566
587.72877, 0.06376990
587.74377, 0.06781360
587.75878, 0.07194362
587.77378, 0.07614537
587.78878, 0.08040296
587.80378, 0.08469921
587.81878, 0.08901579
587.83378, 0.09333329
587.84878, 0.09763142
587.86379, 0.10188909
587.87879, 0.10608463
587.89379, 0.11019594
587.90879, 0.11420070
587.92379, 0.11807654
587.93879, 0.12180130
587.95380, 0.12535318
587.96880, 0.12871103
587.98380, 0.13185447
587.99880, 0.13476418
588.01380, 0.13742206
588.02880, 0.13981141
588.04380, 0.14191714
588.05881, 0.14372590
588.07381, 0.14522624
588.08881, 0.14640874
588.10381, 0.14726606
588.11881, 0.14779309
588.13381, 0.14798693
588.14881, 0.14784697
588.16382, 0.14737485
588.17882, 0.14657447
588.19382, 0.14545190
588.20882, 0.14401534
588.22382, 0.14227499
588.23882, 0.14024296
588.25383, 0.13793311
588.26883, 0.13536090
588.28383, 0.13254324
588.29883, 0.12949826
588.31383, 0.12624516
588.32883, 0.12280400
588.34383, 0.11919548
588.35884, 0.11544076
588.37384, 0.11156126
588.38884, 0.10757844
588.40384, 0.10351362
588.41884, 0.09938780
588.43384, 0.09522150
588.44884, 0.09103460
588.46385, 0.08684616
588.47885, 0.08267435
588.49385, 0.07853630
588.50885, 0.07444801
588.52385, 0.07042430
588.53885, 0.06647871
588.55386, 0.06262350
588.56886, 0.05886956
588.58386, 0.05522649
588.59886, 0.05170253
588.61386, 0.04830460
588.62886, 0.04503835
588.64386, 0.04190820
588.65887, 0.03891734
588.67387, 0.03606789
588.68887, 0.03336087
588.70387, 0.03079635
588.71887, 0.02837348
588.73387, 0.02609059
588.74887, 0.02394528
588.76388, 0.02193450
588.77888, 0.02005463
588.79388, 0.01830156
588.80888, 0.01667079
588.82388, 0.01515747
588.83888, 0.01375650
588.85389, 0.01246260
588.86889, 0.01127035
588.88389, 0.01017427
588.89889, 0.00916885
588.91389, 0.00824864
588.92889, 0.00740823
588.94389, 0.00664234
588.95890, 0.00594581
588.97390, 0.00531368
588.98890, 0.00474113
589.00390, 0.00422359
589.01890, 0.00375667
589.03390, 0.00333624
589.04890, 0.00295836
589.06391, 0.00261935
589.07891, 0.00231576
589.09391, 0.00204438
589.10891, 0.00180220
589.12391, 0.00158644
589.13891, 0.00139455
589.15392, 0.00122415
589.16892, 0.00107309
589.18392, 0.00093938
589.19892, 0.00082122
589.21392, 0.00071694
589.22892, 0.00062506
589.24392, 0.00054422
589.25893, 0.00047320
589.27393, 0.00041089
589.28893, 0.00035630
589.30393, 0.00030855
589.31893, 0.00026684
589.33393, 0.00023045
589.34893, 0.00019875
589.36394, 0.00017117
589.37894, 0.00014721
589.39394, 0.00012642
589.40894, 0.00010841
589.42394, 0.00009283
589.43894, 0.00007938
589.45395, 0.00006777
589.46895, 0.00005777
589.48395, 0.00004917
589.49895, 0.00004178
589.51395, 0.00003545
589.52895, 0.00003003
589.54395, 0.00002539
589.55896, 0.00002144
589.57396, 0.00001807
589.58896, 0.00001520
589.60396, 0.00001276
589.61896, 0.00001070
589.63396, 0.00000895
589.64896, 0.00000748
589.66397, 0.00000623
589.67897, 0.00000519
589.69397, 0.00000431
589.70897, 0.00000357
589.72397, 0.00000295
589.73897, 0.00000244
589.75398, 0.00000201
589.76898, 0.00000165
589.78398, 0.00000136
589.79898, 0.00000111
589.81398, 0.00000091
589.82898, 0.00000074
589.84398, 0.00000060
589.85899, 0.00000049
589.87399, 0.00000040
589.88899, 0.00000032
589.90399, 0.00000026
589.91899, 0.00000021
589.93399, 0.00000017
589.94899, 0.00000013
589.96400, 0.00000011
589.97900, 0.00000009
589.99400, 0.00000007
590.00900, 0.00000006
590.02400, 0.00000005
590.03900, 0.00000004
590.05401, 0.00000003
590.06901, 0.00000003
590.08401, 0.00000003
590.09901, 0.00000003
590.11401, 0.00000003
590.12901, 0.00000004
590.14401, 0.00000004
590.15902, 0.00000006
590.17402, 0.00000007
590.18902, 0.00000009
590.20402, 0.00000012
590.21902, 0.00000015
590.23402, 0.00000019
590.24902, 0.00000025
590.26403, 0.00000032
590.27903, 0.00000041
590.29403, 0.00000052
590.30903, 0.00000066
590.32403, 0.00000084
590.33903, 0.00000107
590.35404, 0.00000136
590.36904, 0.00000172
590.38404, 0.00000218
590.39904, 0.00000274
590.41404, 0.00000344
590.42904, 0.00000431
590.44404, 0.00000539
590.45905, 0.00000672
590.47405, 0.00000836
590.48905, 0.00001037
590.50405, 0.00001284
590.51905, 0.00001585
590.53405, 0.00001952
590.54905, 0.00002398
590.56406, 0.00002938
590.57906, 0.00003592
590.59406, 0.00004381
590.60906, 0.00005329
590.62406, 0.00006466
590.63906, 0.00007828
590.65407, 0.00009452
590.66907, 0.00011386
590.68407, 0.00013681
590.69907, 0.00016399
590.71407, 0.00019608
590.72907, 0.00023388
590.74407, 0.00027827
590.75908, 0.00033029
590.77408, 0.00039106
590.78908, 0.00046187
590.80408, 0.00054417
590.81908, 0.00063957
590.83408, 0.00074983
590.84908, 0.00087696
590.86409, 0.00102311
590.87909, 0.00119070
590.89409, 0.00138234
590.90909, 0.00160088
590.92409, 0.00184943
590.93909, 0.00213133
590.95410, 0.00245017
590.96910, 0.00280981
590.98410, 0.00321433
590.99910, 0.00366809
591.01410, 0.00417564
591.02910, 0.00474178
591.04410, 0.00537149
591.05911, 0.00606992
591.07411, 0.00684237
591.08911, 0.00769423
591.10411, 0.00863098
591.11911, 0.00965807
591.13411, 0.01078093
591.14911, 0.01200491
591.16412, 0.01333514
591.17912, 0.01477655
591.19412, 0.01633373
591.20912, 0.01801086
591.22412, 0.01981166
591.23912, 0.02173926
591.25413, 0.02379612
591.26913, 0.02598398
